No,Age Range,SES Grade,Domicile,Gender,Job Status,Business Owned Key,Jenis bisnis apa yang Anda operasikan?,Berapa pendapatan tahunan bisnis Anda?,Di mana bisnis Anda berada?,Berapa anggaran pemasaran bulanan Anda?,Apakah Anda memiliki kantor cabang?,Apakah sudah memiliki tim internal kecil untuk bisnis Anda?,Berapa jumlah karyawan yang Anda miliki?,Apakah Anda pernah menggunakan freelancer (penyedia jasa) sebelumnya?,Dalam mencari solusi apakah Anda lebih memilih untuk:,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Masalah komunikasi,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Kualitas pekerjaan,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Memenuhi tenggat waktu,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Biaya,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Mencari keterampilan yang tepat,Seberapa sering Anda menggunakan layanan freelancer (penyedia jasa) untuk proyek Anda?,Jasa freelancer apa yang paling sering Anda gunakan?,Apa alasan utama Anda belum pernah menggunakan freelancer (penyedia jasa)?,Apa yang bisa membuat Anda mempertimbangkan untuk menggunakan freelancer (penyedia jasa) di masa depan?,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Desain logo,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Pengembangan website,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Strategi pemasaran,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Manajemen media sosial,Seberapa puas Anda dengan nilai yang diberikan oleh layanan freelancer (penyedia jasa) untuk uang yang Anda keluarkan?,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Lebih banyak sumber daya tutorial,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Dukungan pelanggan yang lebih baik,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Lebih banyak opsi freelancer,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Opsi harga yang fleksibel,Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Ulasan & Penilaian],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Kualitas Portofolio],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Harga],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Komunikasi],Bagaimana cara Anda dalam menyelesaikan masalah?,Seberapa mampu Anda membeli layanan freelancer (penyedia jasa) berdasarkan anggaran Anda saat ini?,Seberapa tertarik Anda menggunakan freelancer (penyedia jasa) untuk proyek Anda di masa depan?,Bagaimana Anda pertama kali mendengar tentang layanan freelancer (penyedia jasa)?,Platform freelancer (penyedia jasa) mana yang paling sering Anda gunakan?,Seberapa besar kemungkinan Anda merekomendasikan layanan freelancer (penyedia jasa) kepada teman dan keluarga Anda?,Apakah ada saran dan masukan untuk Sribu (Sribu.com)?,Platform freelancer,Platform freelancer1
133,31-35 tahun,Upper,Jawa Tengah,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Semarang,Rp75.000.000 - Rp150.000.000,Ya,Ya,10-Jun,Ya,Mencari sendiri,Masalah komunikasi,,,,,Harian,Desain logo,NA,NA,Desain logo,,,,8,Lebih banyak sumber daya tutorial,,,,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Fastwork,10,Bagus lebih di tingkt kn,Other,0
134,31-35 tahun,Upper,Banten,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Triwulanan,Penulisan konten,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,7,Teman atau kolega,Project.co.id,8,menarik saya akan mencoba nya sewaktu waktu,Other,0
135,31-35 tahun,Middle,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Jabodetabek,Rp7.500.000 - Rp15.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,,Kualitas pekerjaan,Memenuhi tenggat waktu,,Mencari keterampilan yang tepat,Bulanan,Manajemen media sosial,NA,NA,Desain logo,,,Manajemen media sosial,9,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Fastwork,10,Adakan promosi,Other,0
136,36-40 tahun,Upper,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Ya,Ya,Kurang dari 5,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,,Biaya,Mencari keterampilan yang tepat,Harian,Desain logo,NA,NA,,Pengembangan website,Strategi pemasaran,,10,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,3,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Project.co.id,10,Tidak ada,Other,0
137,31-35 tahun,Upper,Jawa Barat,Laki-Laki,Mahasiswa/pelajar,Ya,E-commerce,Rp1.5 miliar - Rp7.5 miliar,Jabodetabek,Rp15.000.000 - Rp75.000.000,Ya,Ya,10-Jun,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Harian,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Fastwork,10,Tidak ada,Other,0
138,25-30 tahun,Lower,Jawa Timur,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Madura,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Informasi lebih lanjut tentang manfaat menggunakan freelancer,,,Strategi pemasaran,,5,,,Lebih banyak opsi freelancer,,4,4,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,5,7,Media sosial,Fiverr,7,Dari segi harga nya lebih ramah di kantong,Other,0
139,25-30 tahun,Upper,Jawa Tengah,Laki-Laki,Bekerja penuh waktu,Ya,Manufaktur,Rp1.5 miliar - Rp7.5 miliar,Semarang,Rp7.500.000 - Rp15.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Mingguan,Pengembangan website,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,4,5,4,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,9,Media sosial,Fastwork,10,Iya saran sangat luar biasa,Other,0
140,31-35 tahun,Upper,Jawa Barat,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Bandung,Rp7.500.000 - Rp15.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,,,,Mencari keterampilan yang tepat,Bulanan,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,,10,,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Pencarian online,Sribu,10,Meningkatkan inovasi dan kreativitas,Sribu,1
141,41-45 tahun,Upper,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,Other,Lebih dari Rp15 miliar,Jabodetabek,Lebih dari Rp150.000.000,Ya,Ya,Lebih dari 100,Tidak,Diberi rekomendasi,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Iklan,Fiverr,10,Rekomendasi,Other,0
142,31-35 tahun,Lower,DI Yogyakarta,Perempuan,Mahasiswa/pelajar,Ya,E-commerce,Kurang dari Rp750 juta,Yogyakarta,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,,,,,Mingguan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,Manajemen media sosial,7,,Dukungan pelanggan yang lebih baik,,,3,3,3,3,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,7,Teman atau kolega,Sribu,7,Ditambahkan kinerjanya,Sribu,1
143,31-35 tahun,Upper,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp15.000.000 - Rp75.000.000,Tidak,Ya,10-Jun,Ya,Diberi rekomendasi,,,Memenuhi tenggat waktu,,Mencari keterampilan yang tepat,Bulanan,Penulisan konten,NA,NA,Desain logo,Pengembangan website,,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,4,4,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,9,Media sosial,Upwork,9,Perbanyak Folower,Other,0
144,36-40 tahun,Upper,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Rekomendasi dari teman atau kolega,,,Strategi pemasaran,,8,,Dukungan pelanggan yang lebih baik,,,5,5,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Sribu,8,So far so good,Sribu,1
145,36-40 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,Manufaktur,Kurang dari Rp750 juta,Surabaya,Rp15.000.000 - Rp75.000.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,5,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
146,41-45 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Surabaya,Rp15.000.000 - Rp75.000.000,Tidak,Tidak,10-Jun,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,5,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
147,31-35 tahun,Upper,Jawa Barat,Perempuan,Bekerja paruh waktu,Ya,Fashion,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Dukungan dari platform freelancer,,Pengembangan website,Strategi pemasaran,,6,Lebih banyak sumber daya tutorial,,,,4,3,4,3,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,5,Pencarian online,Project.co.id,7,Iklan harus diperbanyak agar website nya tidak asing didengar,Other,0
148,41-45 tahun,Upper,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Ya,Ya,10-Jun,Ya,Mencari sendiri,,,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Tidak menentu,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,,Manajemen media sosial,10,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Sribu,10,Lebih ditingkatkan lagi,Sribu,1
149,31-35 tahun,Upper,Jawa Tengah,Perempuan,Pemilik usaha/Wiraswasta,Ya,Other,Kurang dari Rp750 juta,Pati,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Tidak yakin bagaimana mengelola freelancer,Informasi lebih lanjut tentang manfaat menggunakan freelancer,,,Strategi pemasaran,,10,,Dukungan pelanggan yang lebih baik,,,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Iklan,Project.co.id,10,Lebih di tingkatkan pelayanan,Other,0
150,25-30 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,Manufaktur,Kurang dari Rp750 juta,Surabaya,Rp7.500.000 - Rp15.000.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,,Strategi pemasaran,,8,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
151,25-30 tahun,Middle,DKI Jakarta,Perempuan,Pemilik usaha/Wiraswasta,Ya,Manufaktur,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Ya,Mencari sendiri,,,Memenuhi tenggat waktu,,Mencari keterampilan yang tepat,Harian,Pengembangan website,NA,NA,,Pengembangan website,,Manajemen media sosial,7,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,,5,4,5,3,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,7,9,Pencarian online,Project.co.id,8,Sribu.com terlalu mahal untuk umkm,Other,0
152,31-35 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,Manufaktur,Kurang dari Rp750 juta,Surabaya,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
153,31-35 tahun,Upper,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,Berbasis layanan,Kurang dari Rp750 juta,Garut,Kurang dari Rp7.500.000,Tidak,Ya,10-Jun,Ya,Diberi rekomendasi,,,,,,Tahunan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,,8,,,,Opsi harga yang fleksibel,5,5,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,9,Media sosial,Other,8,-,Other,0
154,25-30 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,Manufaktur,Kurang dari Rp750 juta,Surabaya,Rp7.500.000 - Rp15.000.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ad,Other,0
155,31-35 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Surabaya,Rp75.000.000 - Rp150.000.000,Tidak,Tidak,10-Jun,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
156,36-40 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,Manufaktur,Kurang dari Rp750 juta,Surabaya,Rp7.500.000 - Rp15.000.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
157,31-35 tahun,Upper,Jawa Timur,Laki-Laki,Bekerja penuh waktu,Ya,Berbasis layanan,Rp750 juta - Rp1.5 miliar,Surabaya,Rp7.500.000 - Rp15.000.000,Tidak,Tidak,20-Nov,Tidak,Mencari sendiri,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Informasi lebih lanjut tentang manfaat menggunakan freelancer,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,7,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,4,5,4,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,7,7,Media sosial,Upwork,7,Perbanyak promosi dan kampanyep,Other,0
158,41-45 tahun,Upper,Sumatera Selatan,Laki-Laki,Tenaga lepas (freelancer),Ya,E-commerce,Lebih dari Rp15 miliar,Jabodetabek,Lebih dari Rp150.000.000,Ya,Ya,Lebih dari 100,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Harian,Manajemen media sosial,NA,NA,,,Strategi pemasaran,,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Fastwork,10,Harga terjangkau dan hasil maksimal,Other,0
159,31-35 tahun,Upper,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,Manufaktur,Kurang dari Rp750 juta,Surabaya,Rp7.500.000 - Rp15.000.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
160,31-35 tahun,Middle,DKI Jakarta,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Rekomendasi dari teman atau kolega,Desain logo,Pengembangan website,,,8,Lebih banyak sumber daya tutorial,,,,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,3,7,Media sosial,Fastwork,7,Tidak,Other,0
161,25-30 tahun,Lower,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Harian,Desain logo,NA,NA,Desain logo,Pengembangan website,,,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,8,7,Teman atau kolega,Sribu,6,Lebih baik lagi,Sribu,1
162,36-40 tahun,Lower,Jawa Barat,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp1.5 miliar - Rp7.5 miliar,Bandung,Rp15.000.000 - Rp75.000.000,Tidak,Ya,21-50,Ya,Mencari sendiri,,,,Biaya,,Bulanan,Desain logo,NA,NA,Desain logo,,,,10,,Dukungan pelanggan yang lebih baik,,,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Fiverr,10,Tidak ada komentar,Other,0
163,36-40 tahun,Upper,Jawa Timur,Perempuan,Bekerja penuh waktu,Ya,Berbasis layanan,Rp750 juta - Rp1.5 miliar,Surabaya,Rp75.000.000 - Rp150.000.000,Tidak,Tidak,21-50,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
164,41-45 tahun,Upper,Banten,Perempuan,Bekerja penuh waktu,Ya,Berbasis layanan,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,,,,,Mencari keterampilan yang tepat,Bulanan,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,4,5,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,9,Media sosial,Upwork,9,Tidak ada,Other,0
165,31-35 tahun,Upper,Jawa Timur,Laki-Laki,Bekerja penuh waktu,Ya,Manufaktur,Kurang dari Rp750 juta,Surabaya,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Tidak ada,Other,0
166,25-30 tahun,Upper,Nanggroe Aceh Darussalam,Laki-Laki,Bekerja penuh waktu,Ya,Berbasis layanan,Kurang dari Rp750 juta,Aceh,Kurang dari Rp7.500.000,Tidak,Ya,10-Jun,Ya,Mencari sendiri,,Kualitas pekerjaan,,Biaya,,Mingguan,Pengembangan website,NA,NA,Desain logo,,Strategi pemasaran,,9,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,5,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Project.co.id,8,Mantap sribu.com,Other,0
167,41-45 tahun,Middle,Jawa Barat,Laki-Laki,Bekerja paruh waktu,Ya,Other,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,,Kualitas pekerjaan,,,Mencari keterampilan yang tepat,Tidak menentu,Other,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,3,Lebih banyak sumber daya tutorial,,,,3,4,3,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,4,7,Teman atau kolega,Fiverr,7,"Tingkatkan kualitas, konsisten, persisten, berikan layanan terbaik",Other,0
168,36-40 tahun,Upper,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Ya,Ya,21-50,Ya,Diberi rekomendasi,,Kualitas pekerjaan,,Biaya,Mencari keterampilan yang tepat,Bulanan,Penulisan konten,NA,NA,,,Strategi pemasaran,,6,,,,Opsi harga yang fleksibel,4,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,8,Teman atau kolega,Fiverr,10,Harga promo dan kualitas produk yang di tawarkan bagus,Other,0
169,36-40 tahun,Upper,Sumatera Utara,Laki-Laki,Bekerja paruh waktu,Ya,Manufaktur,Rp750 juta - Rp1.5 miliar,Medan,Rp15.000.000 - Rp75.000.000,Ya,Ya,Lebih dari 100,Ya,Diberi rekomendasi,Masalah komunikasi,,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Bulanan,Pengembangan website,NA,NA,Desain logo,,,,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,8,Pencarian online,Upwork,9,Website nya lumayan rekomendasi sihh,Other,0
170,25-30 tahun,Upper,Jawa Timur,Perempuan,Bekerja penuh waktu,Tidak,E-commerce,Kurang dari Rp750 juta,Surabaya,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Rekomendasi dari teman atau kolega,,,Strategi pemasaran,,7,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,4,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,8,Media sosial,Upwork,7,Lebih banyak muncul di sosmed agar orang-orang lebih teredukasi,Other,0
